Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRF135,16.951,Regular,0.124672,Soft Drinks,161.5325,OUT027,1985,Medium,Tier 3,Supermarket Type3,3722.5891
DRF135,16.951,Regular,0.148787,Soft Drinks,161.5325,OUT035,2004,Small,Tier 2,Supermarket Type1,1588.0912
DRF135,16.951,Regular,0.0,Soft Drinks,161.5325,OUT045,2002,,Tier 2,Supermarket Type1,1910.0381
DRF135,16.951,Regular,0.100917,Soft Drinks,161.5325,OUT046,1997,Small,Tier 1,Supermarket Type1,1523.0409
FDG136,21.238,reg,0.174882,Snack Foods,204.1658,OUT017,2007,,Tier 2,Supermarket Type1,2592.8851
FDG136,21.238,reg,0.163139,Snack Foods,204.1658,OUT018,2009,Medium,Tier 3,Supermarket Type2,2841.265
FDG136,,reg,0.128964,Snack Foods,204.1658,OUT019,1985,Small,Tier 1,Grocery Store,522.381
FDG136,21.238,reg,0.156979,Snack Foods,204.1658,OUT027,1985,Medium,Tier 3,Supermarket Type3,2899.5559
FDG136,21.238,reg,0.149294,Snack Foods,204.1658,OUT035,2004,Small,Tier 2,Supermarket Type1,2130.6101
FDG136,21.238,reg,0.181288,Snack Foods,204.1658,OUT045,2002,,Tier 2,Supermarket Type1,2578.6684
FDG136,21.238,reg,0.118867,Snack Foods,204.1658,OUT046,1997,Small,Tier 1,Supermarket Type1,3209.3274
FDG136,21.238,reg,0.189761,Snack Foods,204.1658,OUT049,1999,Medium,Tier 1,Supermarket Type1,2442.1226
FDH137,10.39,Low Fat,0.182322,Dairy,40.6635,OUT010,1998,,Tier 3,Grocery Store,133.047
FDH137,10.39,Low Fat,0.188952,Dairy,40.6635,OUT013,1987,High,Tier 3,Supermarket Type1,632.298
FDH137,10.39,Low Fat,0.178184,Dairy,40.6635,OUT018,2009,Medium,Tier 3,Supermarket Type2,583.285
FDH137,10.39,Low Fat,0.149184,Dairy,40.6635,OUT027,1985,Medium,Tier 3,Supermarket Type3,1070.6016
FDH137,10.39,Low Fat,0.125375,Dairy,40.6635,OUT045,2002,,Tier 2,Supermarket Type1,426.2234
FDH137,10.39,Low Fat,0.173869,Dairy,40.6635,OUT046,1997,Small,Tier 1,Supermarket Type1,460.6633
FDH137,10.39,Low Fat,0.119507,Dairy,40.6635,OUT049,1999,Medium,Tier 1,Supermarket Type1,533.7545
NCI138,21.254,LF,0.079353,Others,261.7884,OUT013,1987,High,Tier 3,Supermarket Type1,3579.7118
NCI138,21.254,LF,0.111555,Others,261.7884,OUT017,2007,,Tier 2,Supermarket Type1,2356.3716
NCI138,,LF,0.0,Others,261.7884,OUT018,2009,Medium,Tier 3,Supermarket Type2,2476.8774
NCI138,21.254,LF,0.092507,Others,261.7884,OUT019,1985,Small,Tier 1,Grocery Store,886.4482
NCI138,21.254,LF,0.063362,Others,261.7884,OUT027,1985,Medium,Tier 3,Supermarket Type3,6427.1516
NCI138,21.254,LF,0.105465,Others,261.7884,OUT035,2004,Small,Tier 2,Supermarket Type1,2430.1747
NCI138,,LF,0.077055,Others,261.7884,OUT045,2002,,Tier 2,Supermarket Type1,2499.998
NCI138,21.254,LF,0.093882,Others,261.7884,OUT046,1997,Small,Tier 1,Supermarket Type1,3959.5407
NCI138,21.254,LF,0.073567,Others,261.7884,OUT049,1999,Medium,Tier 1,Supermarket Type1,4606.9885
FDJ139,17.993,Regular,0.121942,Dairy,162.089,OUT018,2009,Medium,Tier 3,Supermarket Type2,2025.5653
FDJ139,17.993,Regular,0.116358,Dairy,162.089,OUT019,1985,Small,Tier 1,Grocery Store,371.4286
FDJ139,,Regular,0.11963,Dairy,162.089,OUT027,1985,Medium,Tier 3,Supermarket Type3,2145.5763
FDJ139,17.993,Regular,0.158969,Dairy,162.089,OUT035,2004,Small,Tier 2,Supermarket Type1,2326.673
FDJ139,17.993,Regular,0.123885,Dairy,162.089,OUT049,1999,Medium,Tier 1,Supermarket Type1,1738.5157
FDK140,18.484,reg,0.022694,Snack Foods,118.9578,OUT010,1998,,Tier 3,Grocery Store,496.2924
FDK140,18.484,reg,0.013585,Snack Foods,118.9578,OUT013,1987,High,Tier 3,Supermarket Type1,1311.3231
FDK140,18.484,reg,0.022918,Snack Foods,118.9578,OUT018,2009,Medium,Tier 3,Supermarket Type2,905.6772
FDK140,18.484,reg,0.016357,Snack Foods,118.9578,OUT027,1985,Medium,Tier 3,Supermarket Type3,2574.5539
FDK140,18.484,reg,0.02105,Snack Foods,118.9578,OUT035,2004,Small,Tier 2,Supermarket Type1,1775.7324
FDK140,18.484,reg,0.013907,Snack Foods,118.9578,OUT046,1997,Small,Tier 1,Supermarket Type1,1019.5384
FDK140,18.484,reg,0.021009,Snack Foods,118.9578,OUT049,1999,Medium,Tier 1,Supermarket Type1,1493.8015
FDL141,6.358,reg,0.170296,Breads,199.3289,OUT013,1987,High,Tier 3,Supermarket Type1,1744.6935
FDL141,6.358,reg,0.111265,Breads,199.3289,OUT017,2007,,Tier 2,Supermarket Type1,2586.4114
FDL141,6.358,reg,0.132575,Breads,199.3289,OUT018,2009,Medium,Tier 3,Supermarket Type2,1949.0967
FDL141,6.358,reg,0.0,Breads,199.3289,OUT019,1985,Small,Tier 1,Grocery Store,665.4822
FDL141,,reg,0.130726,Breads,199.3289,OUT027,1985,Medium,Tier 3,Supermarket Type3,3651.5518
FDL141,6.358,reg,0.157089,Breads,199.3289,OUT035,2004,Small,Tier 2,Supermarket Type1,3243.8639
FDL141,6.358,reg,0.0,Breads,199.3289,OUT045,2002,,Tier 2,Supermarket Type1,2348.1246
FDL141,6.358,reg,0.120101,Breads,199.3289,OUT046,1997,Small,Tier 1,Supermarket Type1,3514.9247
FDL141,6.358,reg,0.145352,Breads,199.3289,OUT049,1999,Medium,Tier 1,Supermarket Type1,3221.0176
FDM142,,Regular,0.053104,Fruits and Vegetables,42.5554,OUT010,1998,,Tier 3,Grocery Store,145.6643
FDM142,17.07,Regular,0.059648,Fruits and Vegetables,42.5554,OUT017,2007,,Tier 2,Supermarket Type1,673.582
FDM142,,Regular,0.0,Fruits and Vegetables,42.5554,OUT018,2009,Medium,Tier 3,Supermarket Type2,546.1952
FDM142,17.07,Regular,0.062545,Fruits and Vegetables,42.5554,OUT035,2004,Small,Tier 2,Supermarket Type1,757.0505
FDM142,,Regular,0.065648,Fruits and Vegetables,42.5554,OUT046,1997,Small,Tier 1,Supermarket Type1,404.9936
FDM142,,Regular,0.043884,Fruits and Vegetables,42.5554,OUT049,1999,Medium,Tier 1,Supermarket Type1,534.4894
NCN143,15.072,Low Fat,0.132137,Others,32.062,OUT013,1987,High,Tier 3,Supermarket Type1,347.7326
NCN143,15.072,Low Fat,0.0,Others,32.062,OUT017,2007,,Tier 2,Supermarket Type1,506.3401
NCN143,15.072,Low Fat,0.100554,Others,32.062,OUT018,2009,Medium,Tier 3,Supermarket Type2,258.5702
NCN143,15.072,Low Fat,0.103372,Others,32.062,OUT019,1985,Small,Tier 1,Grocery Store,132.1809
NCN143,15.072,Low Fat,0.127709,Others,32.062,OUT046,1997,Small,Tier 1,Supermarket Type1,460.126
FDO144,5.003,Regular,0.12377,Meat,242.3698,OUT010,1998,,Tier 3,Grocery Store,779.6548
FDO144,5.003,Regular,0.0,Meat,242.3698,OUT018,2009,Medium,Tier 3,Supermarket Type2,2144.2215
FDO144,5.003,Regular,0.147997,Meat,242.3698,OUT019,1985,Small,Tier 1,Grocery Store,526.3533
FDO144,5.003,Regular,0.103201,Meat,242.3698,OUT045,2002,,Tier 2,Supermarket Type1,3878.8306
FDO144,5.003,Regular,0.156533,Meat,242.3698,OUT049,1999,Medium,Tier 1,Supermarket Type1,2221.2722
FDP145,8.54,LF,0.220932,Meat,113.1354,OUT010,1998,,Tier 3,Grocery Store,244.6773
FDP145,8.54,LF,0.134913,Meat,113.1354,OUT013,1987,High,Tier 3,Supermarket Type1,1128.8278
FDP145,,LF,0.164867,Meat,113.1354,OUT017,2007,,Tier 2,Supermarket Type1,2013.5543
FDP145,8.54,LF,0.182497,Meat,113.1354,OUT018,2009,Medium,Tier 3,Supermarket Type2,1204.2018
FDP145,,LF,0.163004,Meat,113.1354,OUT019,1985,Small,Tier 1,Grocery Store,335.646
FDP145,8.54,LF,0.0,Meat,113.1354,OUT027,1985,Medium,Tier 3,Supermarket Type3,2107.7295
FDP145,,LF,0.127344,Meat,113.1354,OUT035,2004,Small,Tier 2,Supermarket Type1,1182.2433
FDP145,8.54,LF,0.132542,Meat,113.1354,OUT045,2002,,Tier 2,Supermarket Type1,1630.4959
FDP145,8.54,LF,0.145996,Meat,113.1354,OUT049,1999,Medium,Tier 1,Supermarket Type1,1120.6285
NCQ146,14.535,Low Fat,0.145181,Health and Hygiene,95.8587,OUT010,1998,,Tier 3,Grocery Store,214.6946
NCQ146,14.535,Low Fat,0.194524,Health and Hygiene,95.8587,OUT013,1987,High,Tier 3,Supermarket Type1,1079.7121
NCQ146,14.535,Low Fat,0.21107,Health and Hygiene,95.8587,OUT017,2007,,Tier 2,Supermarket Type1,1110.4805
NCQ146,,Low Fat,0.135301,Health and Hygiene,95.8587,OUT018,2009,Medium,Tier 3,Supermarket Type2,727.4016
NCQ146,14.535,Low Fat,0.198718,Health and Hygiene,95.8587,OUT019,1985,Small,Tier 1,Grocery Store,273.4614
NCQ146,14.535,Low Fat,0.194761,Health and Hygiene,95.8587,OUT027,1985,Medium,Tier 3,Supermarket Type3,1932.825
NCQ146,14.535,Low Fat,0.229943,Health and Hygiene,95.8587,OUT035,2004,Small,Tier 2,Supermarket Type1,1142.8324
NCQ146,14.535,Low Fat,0.230976,Health and Hygiene,95.8587,OUT045,2002,,Tier 2,Supermarket Type1,1111.1791
NCQ146,14.535,Low Fat,0.128843,Health and Hygiene,95.8587,OUT046,1997,Small,Tier 1,Supermarket Type1,1544.6488
FDR147,7.689,Regular,0.165622,Dairy,111.6948,OUT010,1998,,Tier 3,Grocery Store,397.3193
FDR147,,Regular,0.114395,Dairy,111.6948,OUT013,1987,High,Tier 3,Supermarket Type1,1436.3611
FDR147,7.689,Regular,0.17166,Dairy,111.6948,OUT017,2007,,Tier 2,Supermarket Type1,1407.2972
FDR147,,Regular,0.146204,Dairy,111.6948,OUT018,2009,Medium,Tier 3,Supermarket Type2,991.184
FDR147,7.689,Regular,0.137199,Dairy,111.6948,OUT019,1985,Small,Tier 1,Grocery Store,232.1553
FDR147,,Regular,0.135989,Dairy,111.6948,OUT035,2004,Small,Tier 2,Supermarket Type1,1170.2018
FDR147,7.689,Regular,0.163529,Dairy,111.6948,OUT045,2002,,Tier 2,Supermarket Type1,1380.9487
FDR147,7.689,Regular,0.115261,Dairy,111.6948,OUT049,1999,Medium,Tier 1,Supermarket Type1,1020.2555
FDS148,21.479,Regular,0.034965,Breads,127.2743,OUT010,1998,,Tier 3,Grocery Store,543.44
FDS148,21.479,Regular,0.030071,Breads,127.2743,OUT013,1987,High,Tier 3,Supermarket Type1,1113.7639
FDS148,21.479,Regular,0.0433,Breads,127.2743,OUT017,2007,,Tier 2,Supermarket Type1,1832.8424
FDS148,21.479,Regular,0.028805,Breads,127.2743,OUT019,1985,Small,Tier 1,Grocery Store,552.8676
FDS148,21.479,Regular,0.033375,Breads,127.2743,OUT027,1985,Medium,Tier 3,Supermarket Type3,2046.0005
FDS148,,Regular,0.044909,Breads,127.2743,OUT035,2004,Small,Tier 2,Supermarket Type1,1846.6049
FDS148,,Regular,0.030496,Breads,127.2743,OUT045,2002,,Tier 2,Supermarket Type1,1194.3456
FDS148,21.479,Regular,0.034987,Breads,127.2743,OUT046,1997,Small,Tier 1,Supermarket Type1,1113.1787
FDT149,,Low Fat,0.102507,Canned,196.4079,OUT013,1987,High,Tier 3,Supermarket Type1,1621.9698
FDT149,,Low Fat,0.101685,Canned,196.4079,OUT017,2007,,Tier 2,Supermarket Type1,3044.1696
FDT149,14.273,Low Fat,0.105987,Canned,196.4079,OUT018,2009,Medium,Tier 3,Supermarket Type2,1567.2865
FDT149,14.273,Low Fat,0.123435,Canned,196.4079,OUT019,1985,Small,Tier 1,Grocery Store,557.0647
FDT149,,Low Fat,0.154739,Canned,196.4079,OUT027,1985,Medium,Tier 3,Supermarket Type3,5628.3584
FDT149,14.273,Low Fat,0.145579,Canned,196.4079,OUT035,2004,Small,Tier 2,Supermarket Type1,2118.9682
FDT149,,Low Fat,0.124677,Canned,196.4079,OUT046,1997,Small,Tier 1,Supermarket Type1,2990.3669
FDT149,,Low Fat,0.148837,Canned,196.4079,OUT049,1999,Medium,Tier 1,Supermarket Type1,2964.6217
